query_id,job_id,rank,score
1,52691,1,5.447868824005127
1,54583,2,4.7682952880859375
1,52639,3,3.8499832153320312
1,56607,4,3.619450330734253
1,57979,5,2.931084394454956
1,57806,6,2.826488494873047
1,54998,7,2.4585180282592773
1,55427,8,2.2384982109069824
1,52402,9,2.104130268096924
1,58357,10,2.022124767303467
2,18665,1,4.44538688659668
2,14691,2,3.8680131435394287
2,35648,3,3.75042724609375
2,63035,4,2.7337489128112793
2,17691,5,2.6550841331481934
2,10672,6,1.3114917278289795
2,59303,7,1.2845642566680908
2,60080,8,1.1747444868087769
2,33042,9,0.7899997234344482
2,410,10,0.7744534611701965
3,48663,1,5.278573036193848
3,55685,2,4.58132266998291
3,52562,3,3.411078929901123
3,53664,4,2.7713370323181152
3,53045,5,2.7713370323181152
3,54438,6,2.7713370323181152
3,54189,7,2.7713370323181152
3,52550,8,2.323425769805908
3,25561,9,1.246526837348938
3,53658,10,1.155609130859375
4,54484,1,6.81697940826416
4,34452,2,5.068999290466309
4,55705,3,4.637937545776367
4,57789,4,4.417507171630859
4,57687,5,4.046875953674316
4,43548,6,3.964506149291992
4,22111,7,3.913529396057129
4,53581,8,3.4116954803466797
4,32302,9,2.4466493129730225
4,37349,10,1.9127774238586426
5,36430,1,5.816891670227051
5,55846,2,5.734350204467773
5,43053,3,5.468890190124512
5,47490,4,5.258536338806152
5,47489,5,4.741018772125244
5,53479,6,4.036089897155762
5,57524,7,4.020883560180664
5,53760,8,3.911376714706421
5,25586,9,3.859778642654419
5,58355,10,3.80055570602417
6,47087,1,7.025744438171387
6,52705,2,6.9380269050598145
6,57105,3,6.415371417999268
6,57517,4,6.397464275360107
6,54298,5,5.88032865524292
6,56828,6,5.589841842651367
6,56316,7,5.262808799743652
6,55116,8,4.982722282409668
6,54693,9,4.9808807373046875
6,54367,10,4.9808807373046875
7,37186,1,2.665888786315918
7,44128,2,2.4682068824768066
7,48484,3,2.4682068824768066
7,48485,4,2.4682068824768066
7,8195,5,2.383249044418335
7,47691,6,2.3046159744262695
7,55688,7,1.0712931156158447
7,50212,8,0.9269903898239136
7,48625,9,0.561707079410553
7,36399,10,0.552719235420227
8,45968,1,7.399149417877197
8,52815,2,7.306890487670898
8,54632,3,7.070455551147461
8,50004,4,6.918410301208496
8,39000,5,6.766506671905518
8,35360,6,6.557278633117676
8,38774,7,6.466602325439453
8,47025,8,6.396305084228516
8,32093,9,6.195751667022705
8,49222,10,5.852522373199463
9,10746,1,5.765984058380127
9,6652,2,2.9720840454101562
9,5132,3,0.20092575252056122
9,63035,4,-0.4000679850578308
9,10314,5,-1.2743924856185913
9,14118,6,-1.979217529296875
9,20153,7,-2.8097755908966064
9,18256,8,-2.8311915397644043
9,30601,9,-2.850294589996338
9,40821,10,-3.3062102794647217
10,7201,1,6.806981086730957
10,8850,2,4.919198036193848
10,10413,3,4.091067790985107
10,10612,4,2.261971950531006
10,10594,5,2.253725051879883
10,8562,6,2.0621581077575684
10,10031,7,2.0285706520080566
10,9723,8,1.8845252990722656
10,10339,9,1.8499937057495117
10,10293,10,1.3060522079467773
11,50697,1,6.62542200088501
11,56176,2,5.538329124450684
11,23939,3,5.40641975402832
11,24028,4,5.247587203979492
11,5792,5,5.113343238830566
11,29611,6,4.915204048156738
11,27149,7,3.786942958831787
11,29156,8,3.23720645904541
11,34784,9,3.121757745742798
11,27673,10,2.949023962020874
12,54629,1,4.674724102020264
12,58251,2,4.3917365074157715
12,55467,3,4.109467506408691
12,57646,4,3.3280105590820312
12,8966,5,2.9750850200653076
12,2679,6,2.878350019454956
12,48036,7,2.808377742767334
12,57612,8,2.6425671577453613
12,19247,9,2.5468804836273193
12,57247,10,2.459766149520874
13,954,1,6.538834571838379
